User ID,User Name,Group ID,Group Name,Direction,Timestamp
5898928360,telemetron_ks,null,Личное сообщение,Исходящие,01.03.2025 10:27:56
434274600,KotishTrue,null,Личное сообщение,Входящие,01.03.2025 10:43:53
